	time	voltage
0	3600.0	0.0462697
1	3602.0	0.0462619
2	3604.0	0.0462619
3	3606.0	0.0462619
4	3608.0	0.0462619
5	3610.0	0.0462619
6	3612.0	0.0462619
7	3614.0	0.0462619
8	3616.0	0.0462619
9	3618.0	0.0462619
10	3620.0	0.0462541
11	3622.0	0.0462541
12	3624.0	0.0462619
13	3626.0	0.0462619
14	3628.0	0.0462619
15	3630.0	0.0462541
16	3632.0	0.0462541
17	3634.0	0.0462541
18	3636.0	0.0462541
19	3638.0	0.0462541
20	3640.0	0.0462541
21	3642.0	0.0462541
22	3644.0	0.0462541
23	3646.0	0.0462541
24	3648.0	0.0462541
25	3650.0	0.0462541
26	3652.0	0.0462541
27	3654.0	0.0462462
28	3656.0	0.0462462
29	3658.0	0.0462541
30	3660.0	0.0462541
31	3662.0	0.0462541
32	3664.0	0.0462462
33	3666.0	0.0462462
34	3668.0	0.0462462
35	3670.0	0.0462462
36	3672.0	0.0462462
37	3674.0	0.0462462
38	3676.0	0.0462462
39	3678.0	0.0462384
40	3680.0	0.0462384
41	3682.0	0.0462462
42	3684.0	0.0462462
43	3686.0	0.0462462
44	3688.0	0.0462384
45	3690.0	0.0462384
46	3692.0	0.0462384
47	3694.0	0.0462384
48	3696.0	0.0462384
49	3698.0	0.0462384
50	3700.0	0.0462384
51	3702.0	0.0462384
52	3704.0	0.0462384
53	3706.0	0.0462384
54	3708.0	0.0462306
55	3710.0	0.0462384
56	3712.0	0.0462384
57	3714.0	0.0462306
58	3716.0	0.0462306
59	3718.0	0.0462306
60	3720.0	0.0462306
61	3722.0	0.0462306
62	3724.0	0.0462306
63	3726.0	0.0462306
64	3728.0	0.0462306
65	3730.0	0.0462229
66	3732.0	0.0462229
67	3734.0	0.0462229
68	3736.0	0.0462229
69	3738.0	0.0462229
70	3740.0	0.0462229
71	3742.0	0.0462229
72	3744.0	0.0462229
73	3746.0	0.0462151
74	3748.0	0.0462151
75	3750.0	0.0462151
76	3752.0	0.0462151
77	3754.0	0.0462151
78	3756.0	0.0462151
79	3758.0	0.0462151
80	3760.0	0.0462151
81	3762.0	0.0462151
82	3764.0	0.0462072
83	3766.0	0.0462072
84	3768.0	0.0462072
85	3770.0	0.0462151
86	3772.0	0.0462151
87	3774.0	0.0462072
88	3776.0	0.0462151
89	3778.0	0.0462072
90	3780.0	0.0462072
91	3782.0	0.0462072
92	3784.0	0.0462072
93	3786.0	0.0462072
94	3788.0	0.0462072
95	3790.0	0.0461994
96	3792.0	0.0461994
97	3794.0	0.0461994
98	3796.0	0.0461994
99	3798.0	0.0461994
100	3800.0	0.0461994
101	3802.0	0.0461994
102	3804.0	0.0461994
103	3806.0	0.0461916
104	3808.0	0.0461916
105	3810.0	0.0461916
106	3812.0	0.0461916
107	3814.0	0.0461916
108	3816.0	0.0461916
109	3818.0	0.0461916
110	3820.0	0.0461916
111	3822.0	0.0461916
112	3824.0	0.0461916
113	3826.0	0.0461916
114	3828.0	0.0461916
115	3830.0	0.0461916
116	3832.0	0.0461916
117	3834.0	0.0461916
118	3836.0	0.0461916
119	3838.0	0.0461838
120	3840.0	0.0461838
121	3842.0	0.0461838
122	3844.0	0.0461838
123	3846.0	0.0461838
124	3848.0	0.0461838
125	3850.0	0.0461838
126	3852.0	0.0461838
127	3854.0	0.0461838
128	3856.0	0.0461838
129	3858.0	0.0461838
130	3860.0	0.046176
131	3862.0	0.046176
132	3864.0	0.046176
133	3866.0	0.046176
134	3868.0	0.046176
135	3870.0	0.046176
136	3872.0	0.046176
137	3874.0	0.046176
138	3876.0	0.046176
139	3878.0	0.046176
140	3880.0	0.046176
141	3882.0	0.046176
142	3884.0	0.0461681
143	3886.0	0.0461681
144	3888.0	0.0461681
145	3890.0	0.0461681
146	3892.0	0.0461603
147	3894.0	0.0461603
148	3896.0	0.0461603
149	3898.0	0.0461603
150	3900.0	0.0461603
151	3902.0	0.0461603
152	3904.0	0.0461603
153	3906.0	0.0461603
154	3908.0	0.0461603
155	3910.0	0.0461603
156	3912.0	0.0461603
157	3914.0	0.0461603
158	3916.0	0.0461603
159	3918.0	0.0461603
160	3920.0	0.0461603
161	3922.0	0.0461603
162	3924.0	0.0461603
163	3926.0	0.0461525
164	3928.0	0.0461525
165	3930.0	0.0461525
166	3932.0	0.0461525
167	3934.0	0.0461525
168	3936.0	0.0461525
169	3938.0	0.0461525
170	3940.0	0.0461525
171	3942.0	0.0461525
172	3944.0	0.0461447
173	3946.0	0.0461447
174	3948.0	0.0461447
175	3950.0	0.0461447
176	3952.0	0.0461447
177	3954.0	0.0461447
178	3956.0	0.0461447
179	3958.0	0.0461447
180	3960.0	0.0461447
181	3962.0	0.0461447
182	3964.0	0.0461447
183	3966.0	0.0461447
184	3968.0	0.0461447
185	3970.0	0.0461447
186	3972.0	0.0461369
187	3974.0	0.0461447
188	3976.0	0.0461369
189	3978.0	0.0461369
190	3980.0	0.0461369
191	3982.0	0.0461369
192	3984.0	0.0461369
193	3986.0	0.0461369
194	3988.0	0.0461369
195	3990.0	0.0461369
196	3992.0	0.0461369
197	3994.0	0.0461369
198	3996.0	0.0461369
199	3998.0	0.0461291
200	4000.0	0.0461291
201	4002.0	0.0461291
202	4004.0	0.0461213
203	4006.0	0.0461213
204	4008.0	0.0461213
205	4010.0	0.0461213
206	4012.0	0.0461213
207	4014.0	0.0461213
208	4016.0	0.0461213
209	4018.0	0.0461213
210	4020.0	0.0461213
211	4022.0	0.0461213
212	4024.0	0.0461213
213	4026.0	0.0461213
214	4028.0	0.0461213
215	4030.0	0.0461135
216	4032.0	0.0461135
217	4034.0	0.0461135
218	4036.0	0.0461135
219	4038.0	0.0461135
220	4040.0	0.0461135
221	4042.0	0.0461135
222	4044.0	0.0461135
223	4046.0	0.0461135
224	4048.0	0.0461135
225	4050.0	0.0461057
226	4052.0	0.0461057
227	4054.0	0.0461057
228	4056.0	0.0461057
229	4058.0	0.0461057
230	4060.0	0.0461057
231	4062.0	0.0461057
232	4064.0	0.0461057
233	4066.0	0.0461057
234	4068.0	0.0461057
235	4070.0	0.0460979
236	4072.0	0.0460979
237	4074.0	0.0460979
238	4076.0	0.0460979
239	4078.0	0.0460979
240	4080.0	0.0460979
241	4082.0	0.0460979
