	time	voltage
0	3600.0	0.0503791
1	3602.0	0.0503791
2	3604.0	0.0503791
3	3606.0	0.0503713
4	3608.0	0.0503713
5	3610.0	0.0503713
6	3612.0	0.0503713
7	3614.0	0.0503791
8	3616.0	0.0503713
9	3618.0	0.0503713
10	3620.0	0.0503713
11	3622.0	0.0503713
12	3624.0	0.0503713
13	3626.0	0.0503713
14	3628.0	0.0503713
15	3630.0	0.0503713
16	3632.0	0.0503713
17	3634.0	0.0503634
18	3636.0	0.0503634
19	3638.0	0.0503713
20	3640.0	0.0503713
21	3642.0	0.0503634
22	3644.0	0.0503634
23	3646.0	0.0503634
24	3648.0	0.0503634
25	3650.0	0.0503634
26	3652.0	0.0503634
27	3654.0	0.0503634
28	3656.0	0.0503634
29	3658.0	0.0503556
30	3660.0	0.0503634
31	3662.0	0.0503634
32	3664.0	0.0503556
33	3666.0	0.0503556
34	3668.0	0.0503556
35	3670.0	0.0503556
36	3672.0	0.0503556
37	3674.0	0.0503556
38	3676.0	0.0503556
39	3678.0	0.0503556
40	3680.0	0.0503556
41	3682.0	0.0503556
42	3684.0	0.0503556
43	3686.0	0.0503556
44	3688.0	0.0503556
45	3690.0	0.0503556
46	3692.0	0.0503556
47	3694.0	0.0503556
48	3696.0	0.0503556
49	3698.0	0.0503556
50	3700.0	0.0503556
51	3702.0	0.0503556
52	3704.0	0.0503556
53	3706.0	0.0503478
54	3708.0	0.0503478
55	3710.0	0.0503556
56	3712.0	0.0503556
57	3714.0	0.0503556
58	3716.0	0.0503556
59	3718.0	0.0503556
60	3720.0	0.0503478
61	3722.0	0.0503478
62	3724.0	0.0503478
63	3726.0	0.0503478
64	3728.0	0.0503478
65	3730.0	0.0503478
66	3732.0	0.0503478
67	3734.0	0.0503478
68	3736.0	0.0503478
69	3738.0	0.0503401
70	3740.0	0.0503401
71	3742.0	0.0503401
72	3744.0	0.0503401
73	3746.0	0.0503401
74	3748.0	0.0503401
75	3750.0	0.0503401
76	3752.0	0.0503401
77	3754.0	0.0503401
78	3756.0	0.0503401
79	3758.0	0.0503401
80	3760.0	0.0503401
81	3762.0	0.0503401
82	3764.0	0.0503323
83	3766.0	0.0503323
84	3768.0	0.0503323
85	3770.0	0.0503323
86	3772.0	0.0503323
87	3774.0	0.0503323
88	3776.0	0.0503323
89	3778.0	0.0503323
90	3780.0	0.0503244
91	3782.0	0.0503244
92	3784.0	0.0503323
93	3786.0	0.0503323
94	3788.0	0.0503244
95	3790.0	0.0503244
96	3792.0	0.0503244
97	3794.0	0.0503244
98	3796.0	0.0503244
99	3798.0	0.0503244
100	3800.0	0.0503244
101	3802.0	0.0503244
102	3804.0	0.0503244
103	3806.0	0.0503244
104	3808.0	0.0503244
105	3810.0	0.0503166
106	3812.0	0.0503166
107	3814.0	0.0503166
108	3816.0	0.0503166
109	3818.0	0.0503166
110	3820.0	0.0503166
111	3822.0	0.0503166
112	3824.0	0.0503166
113	3826.0	0.0503166
114	3828.0	0.0503166
115	3830.0	0.0503166
116	3832.0	0.0503166
117	3834.0	0.0503166
118	3836.0	0.0503088
119	3838.0	0.0503088
120	3840.0	0.0503166
121	3842.0	0.0503166
122	3844.0	0.0503166
123	3846.0	0.0503166
124	3848.0	0.0503166
125	3850.0	0.0503166
126	3852.0	0.0503166
127	3854.0	0.0503166
128	3856.0	0.0503088
129	3858.0	0.0503088
130	3860.0	0.0503088
131	3862.0	0.0503088
132	3864.0	0.0503088
133	3866.0	0.050301
134	3868.0	0.050301
